id,title,year,rating,votes,length,genres
tt0275230,Blood: The Last Vampire ,2000,6.7,5442,48,Animation|Horror|Action
tt0383222,BloodRayne ,2005,2.7,21810,95,Action|Adventure|Fantasy|Horror
tt0092675,Bloodsport ,1988,6.3,23261,92,Action|Biography|Sport
tt0077247,Bloodsucking Freaks ,1976,4.3,2705,91,Horror
tt0280491,Bloody Sunday ,2002,7.8,9675,107,Drama|History|War
tt0221027,Blow ,2001,7.4,81943,124,Biography|Crime|Drama
tt0212380,Blow Dry ,2001,6,4705,94,Comedy|Drama|Romance
tt0082085,Blow Out ,1981,7.2,11753,107,Crime|Drama|Mystery|Thriller
tt0060176,Blow-Up ,1966,7.6,18679,111,Drama|Mystery|Thriller
tt0109303,Blown Away ,1994,5.9,11748,121,Action|Thriller
tt0103843,Blown Away ,1993,4.9,2457,92,Action|Drama|Romance|Thriller
tt0290145,Blue Car ,2002,6.7,2328,96,Drama
tt0109305,Blue Chips ,1994,5.8,5108,108,Drama|Sport
tt0077248,Blue Collar ,1978,7.4,2323,114,Crime|Drama
tt0300532,Blue Crush ,2002,5.5,13298,104,Drama|Romance|Sport
tt0054692,Blue Hawaii ,1961,5.7,2075,102,Comedy|Musical
tt0112541,Blue in the Face ,1995,6.5,5061,83,Comedy
tt0112537,Blue Juice ,1995,5,1460,90,Comedy|Drama|Romance|Sport
tt0109306,Blue Sky ,1994,6.4,3266,101,Drama|Romance
tt0309291,Blue Spring ,2001,7.4,1405,83,Drama
tt0099160,Blue Steel ,1989,5.4,5187,102,Action|Thriller|Crime|Drama
tt0181316,Blue Streak ,1999,6,26249,93,Action|Comedy|Crime|Thriller
tt0085255,Blue Thunder ,1983,6.1,6672,109,Action|Crime|Drama|Thriller
tt1120985,Blue Valentine ,2010,7.6,22525,112,Drama|Romance
tt0090756,Blue Velvet ,1986,7.8,60424,120,Crime|Mystery|Thriller
tt0118747,Blues Brothers 2000 ,1998,4.5,13462,123,Action|Comedy|Musical
tt0476527,Bluffmaster! ,2005,7,1463,137,Comedy|Romance|Thriller
tt0085204,BMX Bandits ,1983,4.8,1840,88,Adventure|Crime|Drama
tt0493402,Boarding Gate ,2007,5.1,1991,106,Drama|Thriller
tt0285462,Boat Trip ,2002,4.6,14867,94,Comedy
tt0325675,Boats Out of Watermelon Rinds ,2004,7.7,1946,97,Comedy|Drama|Family|Romance
tt0064100,Bob & Carol & Ted & Alice ,1969,6.5,2222,105,Comedy|Drama
tt0047892,Bob le Flambeur ,1956,7.9,3728,98,Crime|Drama|Film-Noir
tt0103850,Bob Roberts ,1992,7,8141,102,Comedy
tt0216584,Bob the Butler ,2005,5.6,1989,90,Comedy|Family
tt0308055,Bobby ,2006,7.1,24985,120,Drama|History
tt0075774,Bobby Deerfield ,1977,5.6,1626,124,Drama|Romance
tt0375104,Bobby Jones: Stroke of Genius ,2004,6.4,2123,120,Biography|Drama|Romance|Sport
tt0055805,Boccaccio '70 ,1962,7,1358,205,Comedy|Fantasy|Romance
tt0106447,"Bodies, Rest & Motion ",1993,5.3,1538,95,Comedy|Drama|Romance
tt0086984,Body Double ,1984,6.5,10577,114,Crime|Drama|Mystery|Thriller
tt0082089,Body Heat ,1981,7.3,13071,113,Crime|Drama|Thriller
tt0054333,Body in the Web ,1960,2.3,2046,89,Horror|Sci-Fi
tt0106453,Body of Evidence ,1993,4.1,6479,99,Drama|Romance|Thriller
tt0758774,Body of Lies ,2008,7.1,65860,128,Action|Drama|Thriller
tt0101492,Body Parts ,1991,5,1633,88,Horror|Thriller
tt0172627,Body Shots ,1999,4.9,3889,106,Drama
tt0106452,Body Snatchers ,1993,5.8,6006,87,Sci-Fi|Horror|Thriller|Mystery
tt1403130,Bodyguards and Assassins ,2009,6.9,2413,139,Action|Drama|History
tt0115725,Bogus ,1996,4.9,2930,110,Comedy|Family|Fantasy
tt0181984,Boiler Room ,2000,6.9,24777,120,Thriller|Drama|Crime
tt0106455,Boiling Point ,1993,4.8,2760,92,Action|Crime|Drama
tt0098967,Boiling Point ,1990,6.7,2653,96,Action|Comedy|Crime|Drama|Thriller
tt0086987,Bolero ,1984,2.5,3037,105,Romance
tt0114234,Bollywood Dreams ,1995,7.5,1751,142,Comedy|Drama|Musical|Romance
tt0303785,Bollywood/Hollywood ,2002,6,1544,105,Romance|Comedy|Drama|Musical
tt0397892,Bolt ,2008,7.3,41207,96,Animation|Adventure|Comedy|Family
tt0420548,Bomb\xf3n: El Perro ,2004,7.1,2469,97,Drama
tt0112553,Bombay ,1995,7.6,1923,141,Drama|Musical|Romance
tt0479647,"Bon Cop, Bad Cop ",2006,6.9,5159,116,Action|Comedy|Crime|Thriller
tt0310778,Bon voyage ,2003,6.9,3050,114,Comedy|Drama|Mystery|Romance|Thriller|War
tt0166110,Bones ,2001,4,3735,96,Crime|Horror
tt0125678,Bongwater ,1997,4.6,1531,97,Comedy|Romance
tt0051429,Bonjour tristesse ,1958,6.8,1479,94,Drama
tt0487195,Bonneville ,2006,6.1,1493,93,Comedy|Drama
tt0061418,Bonnie and Clyde ,1967,8,46251,112,Biography|Crime|Drama
tt0385560,Boo ,2005,4.3,2378,94,Horror
tt0357507,Boogeyman ,2005,3.9,15395,89,Drama|Horror|Mystery|Thriller
tt0900357,Boogeyman 2 ,2007,5,3218,93,Drama|Horror|Thriller
tt0118749,Boogie Nights ,1997,7.9,78470,155,Drama
tt1169809,Book of Blood ,2009,5.3,2442,100,Drama|Horror|Mystery|Thriller
tt0229260,Book of Shadows: Blair Witch 2 ,2000,4,17647,90,Crime|Horror|Mystery|Thriller
tt0103859,Boomerang ,1992,5.1,10302,117,Comedy|Romance
tt0870204,Boot Camp ,2008,5.8,2601,0,Drama|Thriller
tt0118750,Booty Call ,1997,4.9,3842,79,Comedy|Romance
tt0117826,Bordello of Blood ,1996,4.9,5781,87,Horror|Comedy
tt0452592,Borderland ,2007,5.7,3791,0,Crime|Horror|Thriller
tt0445935,Bordertown ,2006,5.9,4933,112,Crime|Drama|Thriller
tt0060182,Born Free ,1966,7.1,2275,95,Family|Drama|Adventure
tt0092690,Born in East L.A. ,1987,5.4,2726,85,Comedy
tt0096969,Born on the Fourth of July ,1989,7.2,35589,145,Biography|Drama|War
tt0428725,Born to Fight ,2004,6.2,1493,96,Action
tt0106466,Born Yesterday ,1993,4.7,2130,100,Comedy|Romance
tt0042276,Born Yesterday ,1950,7.6,4117,103,Comedy|Drama|Romance
tt0790590,Botched ,2007,5.8,3007,95,Comedy|Crime|Horror|Thriller
tt0115734,Bottle Rocket ,1996,7.2,23846,91,Comedy|Crime
tt0914797,Bottle Shock ,2008,6.8,6022,110,Comedy|Drama
tt0186894,Bounce ,2000,5.6,11225,106,Drama|Romance
tt0115736,Bound ,1996,7.4,25022,108,Crime|Drama|Thriller
tt0074235,Bound for Glory ,1976,7.3,1966,147,Biography|Drama|Music
tt0131325,Bowfinger ,1999,6.4,35642,97,Comedy
tt0115738,Box of Moon Light ,1996,7,3111,112,Comedy|Drama
tt0068309,Boxcar Bertha ,1972,6.1,3348,88,Crime|Drama|Romance
tt0106471,Boxing Helena ,1993,4.1,5831,107,Drama|Mystery|Romance|Thriller
tt1560139,Boy ,2010,7.4,1705,87,Comedy|Drama
tt1078188,Boy A ,2007,7.8,15666,106,Crime|Drama|Romance
tt0433350,Boy Culture ,2006,7,1835,88,Drama
tt0415679,Boy Eats Girl ,2005,4.9,1843,80,Horror|Comedy
tt0115742,Boys ,1996,4.5,2239,86,Mystery|Drama|Romance
tt0204175,Boys and Girls ,2000,4.9,8154,94,Comedy|Romance|Drama
tt0171804,Boys Don't Cry ,1999,7.6,38540,118,Crime|Drama|Romance
tt0112571,Boys on the Side ,1995,6.1,6003,115,Comedy|Drama
tt0101507,Boyz n the Hood ,1991,7.8,33699,112,Crime|Drama
tt0889583,Br\xfcno ,2009,6.2,60976,81,Comedy
tt0094792,Braddock: Missing in Action III ,1988,4,2195,101,Action|Adventure|Drama|Thriller|War
tt0094793,Brain Damage ,1988,6.6,2226,84,Comedy|Horror
tt0103872,Brain Donors ,1992,6.3,2408,80,Comedy
tt0109327,Brainscan ,1994,5.7,4234,96,Comedy|Horror|Sci-Fi|Thriller
tt0263124,Brainstorm ,2001,7.8,1362,74,Drama
tt0085271,Brainstorm ,1983,6.3,4778,106,Sci-Fi|Thriller
tt0443455,Brand Upon the Brain! A Remembrance in 12 Chapters,2006,7.5,1476,95,Comedy|Fantasy
tt0061882,Branded to Kill ,1967,7.4,2627,98,Action|Crime|Drama
tt0072732,Brannigan ,1975,5.8,1959,111,Action|Crime|Drama
tt0115744,Brassed Off ,1996,7.1,9634,107,Comedy|Drama|Romance|Music
tt0804452,Bratz ,2007,2.6,12153,110,Comedy|Family|Music
tt0112573,Braveheart ,1995,8.4,281446,177,Action|Biography|Drama|History|War
tt0088846,Brazil ,1985,8,83381,132,Drama|Fantasy|Sci-Fi
tt0401997,Breach ,2007,7.1,29902,110,Crime|Drama|Thriller
tt0237539,Bread & Tulips ,2000,7.3,5069,114,Comedy|Romance
tt0212826,Bread and Roses ,2000,7,3127,110,Drama
tt0118771,Breakdown ,1997,6.9,18276,93,Action|Crime|Drama|Mystery|Thriller
tt0080310,Breaker Morant ,1980,8,6423,107,Drama|History|War
tt0054698,Breakfast at Tiffany's ,1961,7.8,42114,115,Comedy|Drama|Romance
tt0120618,Breakfast of Champions ,1999,4.3,5227,110,Comedy
tt0411195,Breakfast on Pluto ,2005,7.2,10273,128,Comedy|Drama
tt0072735,Breakheart Pass ,1975,6.6,2214,95,Western|Mystery|Crime|Action
tt0086998,Breakin' ,1984,4.8,2296,90,Comedy|Drama|Musical|Romance
tt0086999,Breakin' 2: Electric Boogaloo ,1984,4,1493,94,Drama|Musical
tt0349169,Breakin' All the Rules ,2004,5.3,2785,85,Comedy|Romance
tt0443456,Breaking and Entering ,2006,6.6,11730,120,Drama|Romance|Thriller
tt0078902,Breaking Away ,1979,7.7,10028,101,Comedy|Drama|Family|Sport
tt0115751,Breaking the Waves ,1996,7.8,24625,159,Drama|Romance
tt0118772,Breaking Up ,1997,4.7,1580,90,Comedy|Drama|Romance
tt0133643,Breast Men ,1997,5.7,2910,95,Drama|Comedy
tt0901475,Breath ,2007,6.9,2152,84,Drama
tt1220706,Breathing Room ,2008,4.1,1395,89,Horror|Mystery|Thriller
tt0053472,Breathless ,1960,8,23952,90,Crime|Drama|Romance
tt0085276,Breathless ,1983,5.4,3771,100,Action|Drama|Romance|Thriller
tt0069822,Breezy ,1973,6.9,1465,108,Drama|Romance
tt0065492,Brewster McCloud ,1970,6.8,1815,105,Comedy|Fantasy
tt0088850,Brewster's Millions ,1985,6.1,11513,97,Comedy
tt0393109,Brick ,2005,7.5,41669,110,Mystery|Thriller
tt0940585,Brick Lane ,2007,6.5,1668,102,Drama
tt0361411,Bride & Prejudice ,2004,6.1,10325,0,Comedy|Drama|Musical|Romance
tt0144120,Bride of Chucky ,1998,5.3,15845,89,Comedy|Horror|Romance|Thriller
tt0099180,Bride of Re-Animator ,1990,6,4145,96,Comedy|Horror|Sci-Fi
tt0047898,Bride of the Monster ,1955,3.7,3339,69,Horror|Sci-Fi
tt0901476,Bride Wars ,2009,5,20663,89,Comedy|Romance
tt0412536,Brideshead Revisited ,2008,6.7,5170,133,Drama|Romance
tt1478338,Bridesmaids ,2011,7.6,17826,125,Comedy
tt0398808,Bridge to Terabithia ,2007,7.3,39639,96,Adventure|Drama|Family|Fantasy
tt0317198,Bridget Jones: The Edge of Reason ,2004,5.6,29658,108,Comedy|Romance
tt0243155,Bridget Jones's Diary ,2001,6.8,66175,97,Comedy|Drama|Romance
tt0790627,Brief Interviews with Hideous Men ,2009,5.6,1595,80,Comedy|Drama
tt0046807,Brigadoon ,1954,6.7,3599,108,Fantasy|Musical|Romance
tt0363235,Bright Future ,2003,6.8,1381,115,Drama
tt0094799,"Bright Lights, Big City ",1988,5.3,3560,107,Drama
tt0810784,Bright Star ,2009,7,8395,119,Biography|Drama|Romance
tt0325123,Bright Young Things ,2003,6.5,2864,106,Comedy|Drama|War
tt0090774,Brighton Beach Memoirs ,1986,6.6,1660,108,Comedy
tt0204946,Bring It On ,2000,5.9,33360,98,Comedy|Sport
tt0071249,Bring Me the Head of Alfredo Garcia ,1974,7.5,6736,112,Adventure|Crime|Drama|Thriller|Western
tt0305669,Bringing Down the House ,2003,5.4,17564,105,Comedy
tt0163988,Bringing Out the Dead ,1999,6.8,32947,121,Drama|Thriller
tt0092699,Broadcast News ,1987,7.1,11517,133,Comedy|Drama|Romance
tt0087003,Broadway Danny Rose ,1984,7.4,8836,84,Comedy
tt0388795,Brokeback Mountain ,2005,7.8,128651,134,Drama|Romance
tt0120620,Brokedown Palace ,1999,6.2,11105,100,Drama|Mystery|Thriller
tt0454839,Broken ,2006,5,1681,110,Horror|Thriller
tt0115759,Broken Arrow ,1996,5.8,36897,108,Action|Thriller
tt0042286,Broken Arrow ,1950,7.2,2436,93,Drama|Romance|Western
tt0913425,Broken Embraces ,2009,7.2,12829,127,Drama|Romance|Thriller
tt0772157,Broken English ,2007,6.3,3455,97,Comedy|Drama|Romance
tt0412019,Broken Flowers ,2005,7.2,44034,106,Comedy|Drama|Mystery
tt0317842,Broken Wings ,2002,7.5,1690,87,Drama
tt0080472,Bronco Billy ,1980,5.9,4421,116,Adventure|Comedy|Drama|Romance|Western
tt1172570,Bronson ,2008,6.8,12330,92,Action|Biography|Crime|Drama|Thriller
tt0283503,Brooklyn Rules ,2007,6.3,3129,99,Crime|Drama
tt1210042,Brooklyn's Finest ,2009,6.8,21610,132,Action|Crime|Drama|Thriller
tt0222851,Brother ,2000,7.2,11596,114,Crime|Drama|Thriller
tt0118767,Brother ,1997,7.7,4246,96,Crime|Drama
tt0238883,Brother 2 ,2000,7.5,3125,122,Action|Crime|Thriller
tt0328880,Brother Bear ,2003,6.6,16289,85,Animation|Adventure|Family|Fantasy
tt0069824,"Brother Sun, Sister Moon ",1972,6.9,1730,135,Biography|Drama|History|War
tt0493404,Brotherhood of Blood ,2007,4.8,2772,88,Horror|Thriller
tt0237534,Brotherhood of the Wolf ,2001,7,32587,142,Action|Adventure|History|Mystery|Thriller
tt0386342,Brothers ,2004,7.6,5522,117,Drama|War
tt0765010,Brothers ,2009,7.2,30079,105,Drama|Thriller|War
tt0297037,Brown Sugar ,2002,5.9,2984,109,Romance|Comedy|Drama|Music
tt0080474,Brubaker ,1980,6.9,6148,132,Drama
tt0315327,Bruce Almighty ,2003,6.6,109031,101,Comedy|Drama|Fantasy
tt0212830,Bruiser ,2000,5.1,3067,99,Thriller|Horror
tt0281686,Bubba Ho-Tep ,2002,7.3,24899,92,Comedy|Fantasy|Horror|Mystery
tt0454792,Bubble ,2005,6.7,4488,73,Crime|Drama|Mystery
tt0258470,Bubble Boy ,2001,5.4,12274,84,Adventure|Comedy|Romance
tt0118785,Budbringeren ,1997,6.8,1385,83,Comedy|Thriller
tt0371589,Buddy ,2003,6.9,2398,100,Comedy|Drama|Romance
tt0082111,Buddy Buddy ,1981,6.4,1917,96,Comedy
tt0479354,"Buenos Aires, 1977 ",2006,7.3,1661,103,Crime|Thriller
tt0118789,Buffalo '66 ,1998,7.4,19440,110,Comedy|Crime|Drama|Romance
tt0252299,Buffalo Soldiers ,2001,6.9,14300,98,Comedy|Crime|Drama|Thriller|War
tt0078913,Buffet Froid ,1979,7.6,1709,89,Comedy|Crime
tt0103893,Buffy the Vampire Slayer ,1992,5.3,17635,86,Horror|Comedy|Action
tt0470705,Bug ,2006,6,15558,102,Drama|Horror|Thriller
tt0101516,Bugsy ,1991,6.8,10934,136,Biography|Crime|Drama
tt0074256,Bugsy Malone ,1976,6.4,6446,93,Comedy|Crime|Family|Musical
tt0078916,Buio Omega ,1979,6.1,1536,94,Horror
tt0094812,Bull Durham ,1988,7,20150,108,Comedy|Romance|Sport
tt0115781,Bullet ,1996,6.2,3342,96,Action|Crime|Drama
tt0099426,Bullet in the Head ,1990,7.6,5240,136,Action|Crime|Drama|History|Thriller|War
tt0115783,Bulletproof ,1996,5.5,13405,84,Action|Adventure|Comedy|Crime
tt0245803,Bulletproof Monk ,2003,5.2,19071,104,Action|Adventure|Comedy|Fantasy|Thriller
tt0109348,Bullets Over Broadway ,1994,7.5,16083,98,Comedy|Crime
tt0062765,Bullitt ,1968,7.4,23132,114,Action|Crime|Drama|Mystery|Thriller
tt0242193,Bully ,2001,7,18155,113,Crime|Drama|Thriller
tt0118798,Bulworth ,1998,6.8,16048,108,Comedy|Drama|Romance
tt0381936,Bummer ,2003,7.2,1875,110,Crime|Drama
tt1251725,Bunny and the Bull ,2009,6.6,1587,101,Comedy
tt0058997,Bunny Lake Is Missing ,1965,7.2,2370,107,Mystery|Thriller
tt0448206,Bunty Aur Babli ,2005,6.2,1881,170,Adventure|Comedy|Crime
tt0092710,Burglar ,1987,4.5,1935,103,Comedy|Crime
tt0081248,Burial Ground: The Nights of Terror ,1981,5.1,1810,85,Horror
tt1462758,Buried ,2010,7.2,40977,95,Drama|Mystery|Thriller
tt1320239,Burke and Hare ,2010,6.1,3833,91,Comedy|Thriller
tt1126591,Burlesque ,2010,6.1,13964,119,Drama|Musical|Romance
tt0887883,Burn After Reading ,2008,7.2,109109,96,Comedy|Crime|Drama
tt0064866,Burn! ,1969,7,1838,132,Action|Drama|Thriller
tt1244658,Burning Bright ,2010,5.8,1677,86,Drama|Horror|Thriller
tt0111579,Burnt by the Sun ,1994,7.9,6308,135,Comedy|Drama|History
tt0403645,Burnt by the Sun 2: Exodus ,2010,4,1928,179,Drama
tt0227277,Burnt Money ,2000,7.2,3008,125,Crime|Drama|Romance|Thriller
tt0074258,Burnt Offerings ,1976,6,2737,116,Horror|Mystery
tt0049038,Bus Stop ,1956,6.8,4215,96,Comedy|Drama|Romance
tt0112602,Bushwhacked ,1995,4.9,2415,90,Adventure|Comedy|Crime|Family|Mystery
tt0094819,Buster ,1988,5.5,1474,102,Adventure|Biography|Comedy|Crime|Drama|Romance
tt0179116,But I'm a Cheerleader ,1999,6.2,10794,85,Comedy|Drama
tt0064115,Butch Cassidy and the Sundance Kid ,1969,8.2,66419,110,Adventure|Western
tt0053622,BUtterfield 8 ,1960,6.2,2415,109,Drama
tt0068326,Butterflies Are Free ,1972,6.9,1946,109,Comedy|Drama|Music|Romance
tt0188030,Butterfly Tongues ,1999,7.5,3544,96,Drama|Music|War
tt0218864,Buying the Cow ,2002,5.8,4028,88,Comedy|Romance
tt0056891,Bye Bye Birdie ,1963,6.4,2922,112,Musical|Family|Comedy
tt0112606,Bye Bye Love ,1995,5.8,2834,106,Comedy
tt0087015,C.H.U.D. ,1984,5.1,3179,88,Horror|Sci-Fi
tt0401085,C.R.A.Z.Y. ,2005,8,14546,0,Drama
tt0389828,C.S.A.: The Confederate States of America ,2004,6.4,2745,89,Comedy|Drama|War
tt0456340,Ca\xf3tica Ana ,2007,6.3,1875,118,Drama|Mystery|Romance
tt1106860,Ca$h ,2010,6.1,3268,108,Comedy|Crime|Thriller
tt1002966,Ca$h ,2008,5.8,1740,100,Comedy|Crime|Thriller
tt0068327,Cabaret ,1972,7.8,19850,124,Drama|Music|Musical
tt0169145,Cabaret Balkan ,1998,7.6,1826,102,Drama
tt0109361,Cabin Boy ,1994,4.5,4987,80,Comedy
tt0303816,Cabin Fever ,2002,5.4,31856,93,Horror
tt0961722,Cabin Fever 2: Spring Fever ,2009,4.4,3293,86,Horror|Thriller
tt0387898,Cach\xe9 ,2005,7.3,24911,117,Drama|Mystery|Thriller
tt0064117,Cactus Flower ,1969,6.9,3542,103,Comedy|Romance
tt0080487,Caddyshack ,1980,7.2,39139,98,Comedy|Sport
tt0094824,Caddyshack II ,1988,3.4,8368,98,Comedy|Sport
tt0101531,Cadence ,1990,6.3,2783,97,Drama
tt0099204,Cadillac Man ,1990,5.4,6167,97,Comedy|Crime
tt1042877,Cadillac Records ,2008,6.7,6091,109,Biography|Drama|History|Music|Romance
tt0460732,Caffeine ,2006,5.7,1752,92,Comedy
tt0069834,Cahill U.S. Marshal ,1973,6.2,1738,103,Action|Drama|Western
tt0896529,Cairo Time ,2009,6.7,1973,90,Drama|Romance
tt0413879,Cake ,2005,4.8,1954,94,Comedy|Romance
tt0045591,Calamity Jane ,1953,7,2931,101,Biography|Comedy|Musical|Romance|Western
tt0337909,Calendar Girls ,2003,6.9,10401,108,Comedy|Drama
tt0449573,California Dreamin' ,2007,7.8,4791,155,Comedy|Drama|War
tt0071269,California Split ,1974,7,1897,108,Comedy|Drama
tt0077289,California Suite ,1978,6.2,2928,103,Comedy|Romance
tt0080491,Caligula ,1979,4.9,16008,156,Adult|Drama|History
tt0061439,Camelot ,1967,6.4,2889,179,Comedy|Drama|Fantasy|Musical|Romance
tt0078763,Camera Buff ,1979,7.8,1676,117,Drama
tt0462219,Camille ,2008,6,1763,94,Adventure|Comedy|Drama|Fantasy|Romance
tt0094828,Camille Claudel ,1988,7.2,2654,175,Biography|Drama|History|Romance
tt1206285,Camino ,2008,7.5,1541,138,Drama
tt0342167,Camp ,2003,6.3,3523,114,Comedy|Musical|Drama
tt0109369,Camp Nowhere ,1994,5.3,3598,96,Family|Adventure|Comedy
tt0115813,Campfire Tales ,1997,5.7,1733,88,Horror
tt0092718,Can't Buy Me Love ,1987,6.3,9404,94,Comedy|Drama|Romance
tt0127723,Can't Hardly Wait ,1998,6.2,20790,100,Comedy|Romance
tt0080492,Can't Stop the Music ,1980,3.8,2157,124,Comedy|Music|Musical
tt0109370,Canadian Bacon ,1995,5.7,9475,91,Comedy
tt0075807,Candleshoe ,1977,6.4,1643,101,Adventure|Comedy|Drama|Family
tt0424880,Candy ,2006,7.2,13244,116,Drama|Romance
tt0062776,Candy ,1968,5.2,1360,115,Adventure|Comedy|Fantasy
tt0103919,Candyman ,1992,6.5,18718,99,Horror|Thriller
tt0112625,Candyman: Farewell to the Flesh ,1995,4.8,3382,93,Horror|Thriller
tt0083717,Cannery Row ,1982,6.3,1901,120,Comedy|Drama
tt0082700,Cannibal Ferox ,1981,5,3785,93,Adventure|Horror
tt0078935,Cannibal Holocaust ,1980,6,18020,95,Adventure|Drama|Horror
tt0115819,Cannibal! The Musical ,1993,7.1,7046,95,Biography|Comedy|Musical|Thriller|Western
tt0087032,Cannonball Run II ,1984,4.2,6431,108,Action|Comedy
tt0074279,Cannonball! ,1976,5.2,2089,93,Action|Comedy|Crime|Drama|Thriller
tt0101540,Cape Fear ,1991,7.3,53213,128,Crime|Drama|Thriller
tt0055824,Cape Fear ,1962,7.8,11227,105,Crime|Drama|Thriller
tt1267160,Cape No. 7 ,2008,7.1,1597,129,Comedy|Drama|Music|Romance
tt0379725,Capote ,2005,7.5,45215,114,Biography|Crime|Drama
tt0077294,Capricorn One ,1978,6.7,7724,123,Action|Thriller
tt0103923,Captain America ,1990,2.9,4873,97,Action|Sci-Fi
tt0458339,Captain America: The First Avenger ,2011,7.9,7191,125,Action|Adventure|Sci-Fi|Thriller
tt0238112,Captain Corelli's Mandolin ,2001,5.8,16236,131,Drama|Music|Romance|War
tt0043379,Captain Horatio Hornblower R.N. ,1951,7.5,2532,117,Action|Adventure|Drama|War
tt0071276,Captain Kronos - Vampire Hunter ,1974,6.7,1504,91,Horror|Adventure
tt0103924,Captain Ron ,1992,5.1,7783,90,Adventure|Comedy
tt0374563,Captivity ,2007,4.6,13533,96,Crime|Horror|Thriller
tt0109376,"Car 54, Where Are You? ",1994,2.2,2875,89,Comedy|Crime
tt0074281,Car Wash ,1976,5.4,2760,97,Comedy|Drama|Romance
tt0825236,Caramel ,2007,7,4367,95,Comedy|Drama|Romance
tt1542852,Carancho ,2010,7,1667,107,Crime|Drama|Romance|Thriller
tt0293007,Carandiru ,2003,7.5,6771,145,Drama|Crime
tt0090798,Caravaggio ,1986,6.9,1730,93,Biography|Drama|History
tt0118818,Career Girls ,1997,7,2567,87,Drama
tt0101545,Career Opportunities ,1991,5.5,4004,83,Comedy|Romance
tt0381940,Cargo ,2009,6.2,3179,112,Mystery|Sci-Fi|Thriller
tt0847880,Cargo 200 ,2007,6.9,2238,89,Drama|Thriller
tt0115832,Carla's Song ,1996,6.8,1528,127,Drama|Romance|War
tt0106519,Carlito's Way ,1993,7.9,59027,144,Crime|Drama|Thriller
tt0046828,Carmen Jones ,1954,6.9,1794,105,Drama|Musical|Romance
tt0066892,Carnal Knowledge ,1971,6.9,4912,98,Drama|Comedy
tt0055830,Carnival of Souls ,1962,7.1,6871,78,Horror|Mystery
tt0106521,Carnosaur ,1993,3.3,1841,83,Horror|Sci-Fi
tt0109382,Caro diario ,1993,7.1,2863,100,Biography|Comedy|Drama
tt0289889,Carolina ,2003,6.1,2297,0,Romance|Comedy
tt0049055,Carousel ,1956,6.8,2377,128,Drama|Musical
tt0115836,Carpool ,1996,4.6,2349,89,Comedy
tt0074285,Carrie ,1976,7.4,44800,98,Drama|Horror
tt0806203,Carriers ,2009,6.1,13072,84,Drama|Horror|Thriller
tt0112637,Carrington ,1995,6.6,2921,121,Biography|Drama|Romance
tt0064133,Carry on Camping ,1969,6.2,1744,88,Comedy
tt0057918,Carry on Cleo ,1964,6.8,1400,92,Comedy
tt0060214,Carry on Screaming! ,1966,6.7,1427,97,Comedy|Horror
tt0062782,Carry On... Up the Khyber ,1968,6.9,1684,88,Adventure|Comedy
tt0317219,Cars ,2006,7.4,83332,117,Animation|Adventure|Comedy|Family|Sport
tt1216475,Cars 2 ,2011,6.6,8141,106,Animation|Adventure|Comedy|Family
tt1282139,Cars of the Revolution ,2008,7.9,2218,115,Drama
tt0303830,Casa de los babys ,2003,6.5,1551,95,Drama
tt0402894,Casanova ,2005,6.5,19907,112,Adventure|Comedy|Drama|Romance
tt0795351,Case 39 ,2009,6.1,16105,109,Horror|Mystery|Thriller
tt0460740,Cashback ,2006,7.4,26795,102,Comedy|Drama|Romance
tt0112641,Casino ,1995,8.2,129141,178,Biography|Crime|Drama
tt1194417,Casino Jack ,2010,6.3,5617,108,Biography|Comedy|Crime|Drama
tt0061452,Casino Royale ,1966,5.2,12824,131,Comedy|Action|Adventure
tt0381061,Casino Royale ,2006,8,194834,144,Action|Crime|Thriller
tt0112642,Casper ,1995,5.7,30086,100,Comedy|Family|Fantasy
tt0043386,Casque d'Or ,1952,7.9,1578,96,Crime|Drama|Romance
tt0954981,Cass ,2008,6.4,1830,108,Biography|Crime|Drama
tt0795493,Cassandra's Dream ,2007,6.8,22834,108,Crime|Drama|Romance|Thriller
tt0405821,Casshern ,2004,6.2,8506,142,Adventure|Action|Sci-Fi|Drama
tt0162222,Cast Away ,2000,7.5,123598,143,Adventure|Drama
tt0092732,Castaway ,1986,5.8,1379,117,Adventure|Drama
tt0112643,Castle Freak ,1995,5.7,2217,90,Horror|Thriller
tt0092067,Castle in the Sky ,1986,8.1,26201,124,Animation|Action|Adventure|Family|Fantasy|Romance
tt0094846,Casual Sex? ,1988,4.6,2015,97,Comedy
tt0097027,Casualties of War ,1989,7,15624,113,Adventure|Drama|War
tt0059017,Cat Ballou ,1965,6.8,5895,97,Comedy|Musical|Western
tt0179955,Cat City ,1986,8,4095,96,Animation|Adventure|Comedy
tt0051459,Cat on a Hot Tin Roof ,1958,8,16492,108,Drama
tt0083722,Cat People ,1982,5.9,7407,118,Drama|Fantasy|Horror|Romance|Thriller
tt0088889,Cat's Eye ,1985,5.9,7227,94,Comedy|Horror|Thriller
tt0449471,Catacombs ,2007,4.5,3917,100,Horror|Thriller
tt0437232,Catch a Fire ,2006,6.7,6294,101,Action|Biography|Drama|History|Romance|Thriller
tt0395495,Catch and Release ,2006,5.8,10833,124,Comedy|Drama|Romance
tt0264464,Catch Me If You Can ,2002,7.8,165029,141,Biography|Comedy|Crime|Drama
